eventCodeList	urn:uuid:2c6b8cb7-8b2a-4051-b291-b1ae6a575ef4																											
code	display	codingScheme	system	valueSet	valueSetIdentifier	deprecated	submitter	date	ref	comment	category																	
T-D4600	Omentum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-87000	Ovary	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-65010	Pancreatic duct	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D3136	Parasternal	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-91000	Penis	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D2700	Perineum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D9310	Popliteal fossa	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-72000	Renal pelvis	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D4900	Retroperitoneum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D4212	Right hypochondriac region	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D7010	Right inguinal region	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D4120	Right lower quadrant of abdomen	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D2342	Right lumbar region	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D4110	Right upper quadrant of abdomen	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D1160	Scalp	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-AA110	Sclera	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-98000	Scrotum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-A7010	Spinal cord	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D4210	Subcostal	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D1603	Submandibular area	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D3213	Subxiphoid	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D1620	Supraclavicular region of neck	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-11218	Suprasternal notch	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-53000	Tongue	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D4230	Umbilical region	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-04002	Upper inner quadrant of breast	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-04004	Upper outer quadrant of breast	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
A-04140	Vascular graft	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-32400	Ventricle	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-81000	Vulva	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
